https://github.com/appium/java-client/commit/67112e6061accdd539217c0d2583ee3f82785698,delete deprecated methods * delete deprecated methods * fix widget * make checkstyle happy,,preventive,,test,delete deprecated,,,
https://github.com/appium/java-client/commit/8af9d2b2001c39dca3c0c55c49731fe6648befff,get rid of opencv dependency * get rid of opencv dependency * fix constructor * fix linter,,preventive,,test,get rid of dependency,,,
https://github.com/appium/java-client/commit/8b469917c7f659654960b37bcd9d364c5d33f574,updates and code style issue fixes,,preventive,,test,code style,,,
https://github.com/appium/java-client/commit/5993c8c9ec192a0bd7abf383953df21f70333e4f,refactor sending of key codes on android * refactor sending of key codes on android * improve * add final,,preventive,,test,refactor,,,
https://github.com/appium/java-client/commit/dea2a7d4b4be0420c5a3c7aeeeb0a07dc7979f71,preparing 600 removal of deprecated code - also changed artefact version in buildgradle - improved notice,,preventive,,test,removal deprecated,,,
https://github.com/appium/java-client/commit/8cf79ea73289b29867a1c9f32ed95eaea1d90c6a,refactor network connection setting on android * refactor network connection setting on android * add a comment about airplane mode * change bit mask type to long * update constant types * use operation shortcuts * remove the redundant verification * update * tune assertions,,preventive,,test,refactor,,,
https://github.com/appium/java-client/commit/32c7b2a2a923f4f446b28c324f867cbb711598a2,move newsessionpayload so it can be used by protocolhandshake there's a lot of overlap between the protocolhandshake and the newsessionpayload time to deal with this overlap between the two the main change is to make the newsessionpayload capable of writing to an appendable it does so by streaming the capabilities used to create the payload as the oss capabilities and those used by old geckodrivers and then streaming every capability through transforms to generate spec compliant capabilities there appears to be a where we always generate synthetic capabilities but we can deal with that later,,preventive,,test,move,,,
https://github.com/appium/java-client/commit/788c62eebdec42364fc9670d86456753e56fe34f,fix checkstyle violations,,preventive,,test,checkstyle violations,,,
https://github.com/appium/java-client/commit/dacddb8a4581726803c94d019a897f32d209806d,fix: working on code style issues,,preventive,,test,code style,,,
https://github.com/appium/java-client/commit/92ab4c6268b7322540058292a4719fe11226c30f,the addition to the archetectural improvement abstractpositionoption offsetoption position were removed the set of class was simplified signature of touchaction methods was changed and simplified,,preventive,,test,architectural,,,
