https://github.com/hibernate/hibernate-orm/commit/b3ac2feddf57794b34a1fcd08c0bf768124ca3c3,hhh-12133 move cdi lifecycle management code to dedicated strategies this commit should not change the current behavior it is only about moving code to separate classes to make the following changes clearer,Preventive Change   ,preventive,,test,move to,,,
https://github.com/hibernate/hibernate-orm/commit/7baa9e4e0665905e7f07f62a8c8ef40b62ffcdca,hhh-12185 - simplify sessionfactorybuilder / sessionfactoryoptions handling option - still building a stand-alone immutable options object,Preventive Change   ,preventive,,test,simplify,,,
https://github.com/hibernate/hibernate-orm/commit/4531b22e9210416c96848b28ad6ad7450c7fc20f,hhh-11986 - is ignored on lazytoone association with 'mappedby' hhh-11986 - re-format fix code to follow code conventions,Preventive change,preventive,preventive,test,fix follow convention,,,
https://github.com/hibernate/hibernate-orm/commit/090d18dcc82a9db8895b387757a8a5900680bef4,hhh-11028 - {h-schema} is not replaced in sqldelete sqlinsert and sqlupdate code enhancement,Preventive Change   ,preventive,,test,,,,
https://github.com/hibernate/hibernate-orm/commit/29fc5903e3e8adb11033a421b957708864e0ff84,hhh-12052 - move pooledconnections inside drivermanagerconnectionproviderimpl,Preventive change,preventive,preventive,test,move,,,
https://github.com/hibernate/hibernate-orm/commit/fa8e94071fbfc8ff0f9ab7a493bcf3bb612b7a50,hhh-9988 separate transaction manager used for hibernate and caches,Preventive Change   ,preventive,,test,separate,,,
https://github.com/hibernate/hibernate-orm/commit/d226ef36f2dc5de69641aa42a6b00fe3dde8a463,hhh-6509 - change type contribution: spatialdialects now register types this is done so that in a later stage we can more easily customize the type mapping to the dialect (eg in the case of oracle spatial),Preventive Change   ,preventive,,test,change easily,,,
https://github.com/hibernate/hibernate-orm/commit/ea833fcdbb39f18f06c6e4b381ed77a77f58030e,hhh-6509 - simplifies sqlserver2008 valuebinder and valueextractor implementations,Preventive change,preventive,preventive,test,simplifies,,,
https://github.com/hibernate/hibernate-orm/commit/ee96098eadf9857dec065ec63f0ddf0724549b39,hhh-6509 removes obsolete code this removes the hbspatial static bootstrap class and the old spi mechanism both had become obsolete because of how spatial now integrates with core also reorganizes the packages to have all jts extensions and utilities in a jts package,Preventive Change   ,preventive,,test,removes obselete,,,
https://github.com/hibernate/hibernate-orm/commit/66ce8b7fb55e612b8e9f9e4d75b9ba85f18056b5,hhh-9466 - drop metamodel package from source,Preventive change,preventive,,test,drop,,,
https://github.com/hibernate/hibernate-orm/commit/78aa10c0bacfea14fbf9e8e1adde3f0c820b7a7d,hhh-9294 move the number checking utility to a separate private utility,Preventive change,preventive,,test,move separate,,,
https://github.com/hibernate/hibernate-orm/commit/6203b5da308ad45167ad0cbcc44214433b4e7f7b,hhh-9106 : merging multiple representations of the same entity (using strategyselector),Preventive change,preventive,,test,merging multiple,,,
https://github.com/hibernate/hibernate-orm/commit/2daaf9a1965b70897928ea222ea8708acaad3bbd,hhh-9106 : merging multiple representations of the same entity,Preventive change,preventive,,test,,,,
https://github.com/hibernate/hibernate-orm/commit/70532259faa14064cff8263cbb7ad6d82d607892,hhh-9106 : merging multiple representations of the same entity merged,Preventive change,preventive,,test,,,,
https://github.com/hibernate/hibernate-orm/commit/f4fe4108a9b173365198cd4cd68c45343941fa23,hhh-8941 simplified the dialect function,Preventive change,preventive,preventive,test,simplified,,,
https://github.com/hibernate/hibernate-orm/commit/3d595febc565e899630d2cc0d270708a16b8e3c1,hhh-8419 - tie javaxpersistenceparameter instance to javaxpersistencequery instance,Perfective Change,preventive,preventive,test,tie,,,
https://github.com/hibernate/hibernate-orm/commit/59d2bff81b2c676673d731c20f59b0338a7a5068,hhh-8413 - rename procedureresults -> procedureoutputs,Preventive change,preventive,,test,rename,,,
https://github.com/hibernate/hibernate-orm/commit/9afc17a209095e8139f66aed85ea812bb660eeb2,hhh-8357 - remove dom4j proxy support,Preventive change,preventive,,test,remove,,,
https://github.com/hibernate/hibernate-orm/commit/bbfd960bc896344e8bfbca8e5a7697aa73a606aa,hhh-7889 cleanup inconsistencies in blob clob and nclob type descriptors,Preventive change,preventive,,test,cleanup,,,
https://github.com/hibernate/hibernate-orm/commit/6599f710bb2202e180a3ec8af91dd4ec3d50700a,hhh-7965 - redesign dialectresolver contract,Preventive change,preventive,preventive,redesign,,,,
https://github.com/hibernate/hibernate-orm/commit/6c6df695350f917fe707b4f830e29c8c52c3f5d0,refactor remove redundant type cast,Preventive change,preventive,,,refactor remove,,,
https://github.com/hibernate/hibernate-orm/commit/dc3283f50a147f458bc2ca827530ff8455df325e,hhh-7856 deprecate tablehilogenerator and tablegenerator,Confused,preventive,,,deprecate,,,
https://github.com/hibernate/hibernate-orm/commit/32746ff07eae331e42a67083d66009d03bbb89a2,hhh-7785 reverting a few more dialect supportsnotnullunique changes,Confused,preventive,,,reverting changes,,,
https://github.com/hibernate/hibernate-orm/commit/5b004e4cbd82970a9cb924251f4896b5956bc0a0,hhh-7780 - proper enumeration named/ordinal discovery,Preventive change,preventive,,,should be perfective,,,
https://github.com/hibernate/hibernate-orm/commit/65093aabf03f1b9803396e22b36c39bed6010f54,hhh-7785 reverting supportsnotnullunique change in hsql,Confused,preventive,,,reverting change in,,,
https://github.com/hibernate/hibernate-orm/commit/25036b088a14d4ae8365e7a96a821882f54f30cb,hhh-7769 - define short-names for built-in multitablebulkidstrategy impls,Preventive change,preventive,,,define for,,,
https://github.com/hibernate/hibernate-orm/commit/7ce07642cbfa7d1849933da63c7707044988639d,hhh-7586 re-architect simplevalue's reflection for dynamic descriptors,Preventive change,preventive,,,reflection for,,,
https://github.com/hibernate/hibernate-orm/commit/6b5a428b3fed930227ae6a17e3b876c07745d5a3,hhh-7527 - osgi manifests for hibernate-orm : clean up orghibernateenginespi package duplication between hem and core,Preventive change,preventive,,,clean up duplication,,,
https://github.com/hibernate/hibernate-orm/commit/06d44951c62c5c4c02d1d2d77b644f6a9b6ad3a6,hhh-7451 - integrate draft 7 of the jpa 21 spec : more ejb->jpa rename,Preventive change,preventive,,,rename,integrate,more,
https://github.com/hibernate/hibernate-orm/commit/c703d134f22e54e0b3fe2a01fd575c315b5b9f1f,hhh-6825 - toone property mappers refactoring,Preventive change,preventive,,,refactoring,,,
