https://github.com/eclipse/linuxtools/commit/fe83dc324ed9f8d95ec8ecd3bdf8d99ebd4d7b07,more osio rest mylyn changes - refactor osiorestuser class into identity class and move to proper package - move initspaces() method from classes into new class - refactor osiorestworkitem to workitem class and move to proper package - remove unused osiorestgetusers class - create new class to pass and return data back from method - change all callers appropriately - add for task creator get task data get task labels and get user,Preventive Changes,preventive,,test,refactor into move to,,,
https://github.com/eclipse/linuxtools/commit/44cb24d06b9bf45e58e46d023d5d38135bbd3662,add osio mylyn core plug-in - modify osiorestgetsingletask class to use client's requestprovider instead of calling requests directly - add new - add new - add new - add a json directory to json parsing of various classes,preventive Changes,preventive,,test,modify,,,
https://github.com/eclipse/linuxtools/commit/64e8222e0ebf3e3a2075b2f8f5a09d6bcf2ad6ca,add support to osio mylyn rest core - remove unused osiologinrequest class - add new iosiorestrequestprovider interface to allow to supply mock-ups of http requests - add new defaultosiorestrequestprovider class to implement the default request provider using actual http rest requests - modify osiorestclient to use iosiorestrequestprovider to do requests - modify osiorestclient constructor to create a defaultosiorestrequestprovider class and add a new constructor that takes an iosiorestrequestprovider input - change all the rest object classes (such as space area) to allow setting via a constructor so a scenario can set up values to pass back - fix up java warnings in various classes - remove the activity section from the mylyn task editor,"Preventive changes, Corrective changes",preventive,,test,remove unused,,,
https://github.com/eclipse/linuxtools/commit/c2fa38c13d386c1be4c6bfe2d436c2f06df93a85,rpm: remove unused class nothing refers to nonrulebaseddamagerrepairer,Preventive Changes,preventive,,test,remove unused,,,
https://github.com/eclipse/linuxtools/commit/d1b75ec5cd98668f789f46200ff32fb08d0f0146,rpm: move rpmutils class to internal package the package wasn't exported in manifest but wasn't in internal package either,Preventive Changes,preventive,,test,move to,,,
https://github.com/eclipse/linuxtools/commit/66a2c61756dda0fa425ba5007230226a0abd8837,rpm: cleanups * inline singular fields * remove useless modifiers * remove useless local vars before return * don't uselessly catch exception * more efficient string concatenation,Preventive Changes,preventive,,test,remove useless,,,
https://github.com/eclipse/linuxtools/commit/1d14fdc2a3bcb88f8b9290b7e00852c242d58b17,remove unused classes in docker core and ui plugins,Preventive Changes,preventive,,test,,,,
https://github.com/eclipse/linuxtools/commit/2fdb20264afaec512775beff543e9c76dd6ff35f,475235 - expose search images dialog moving imagesearch wizard to a public package but keeping the wizardpage in the internal package,preventive Changes,preventive,,test,moving to,,,
https://github.com/eclipse/linuxtools/commit/88bf12251db804f23143f9f1aabc18092614b444,468606 - remove the docker connection settings in the workbench preferences,Preventive Changes,preventive,,test,remove,,,
https://github.com/eclipse/linuxtools/commit/ba8775882ed70156f6262c5952e1d388f5a63044,systemtap: remove deprecated systemtapprocessfactory it is causing java 8 javadoc to throw errors and better to remove deprecated class then fixing its javadoc bump the major to reflect api change,Preventive Changes,preventive,,test,remove deprecated,,,
https://github.com/eclipse/linuxtools/commit/2dfe9a9f693dbb67f0b240579c4554e7d5a498d3,systemtap: remove non-default constructor in refreshhandler modifiy refreshhandler to use only a default constructor so that it may be properly instantiated by the handler service,Preventive Changes,preventive,,test,remove,,,
https://github.com/eclipse/linuxtools/commit/aa10e5b5fa62bc80a92ff8bfa192888db113defe,"systemtap: refactor regex generator into its own class the feature for generating regexs from the ""printf"" statements in a stap script was originally included in systemtapscriptgraphoptionstab refactor it into its own class so that it may be easier to use in",Preventive Changes,preventive,,test,refactor easier,,,
https://github.com/eclipse/linuxtools/commit/11cab7a5b40f3f7104d22bc2f98ff332126d0477,tmf: move synchronization supplementary files to a folder this way analysis on experiments can put synchronization-related supplementary files in this folder and they will be preserved once the traces are updated after synchronization by default the synchronization file was preserved but all other supplementary files were deleted now the entire folder is preserved,Preventive Changes,preventive,,test,move,,,
https://github.com/eclipse/linuxtools/commit/35b578275af990b04c7e72ffe432c714c280f861,remove empty listener this seems useless to me,pre,preventive,,test,remove useless,,,
https://github.com/eclipse/linuxtools/commit/f919d00f5b8259865397e2718842a20f6e9cd41c,tmf: move the fully incremental synchronization algorithm to internal,Preventive Changes,preventive,,test,move to,,,
https://github.com/eclipse/linuxtools/commit/a64af6d3367f65caa694fb05b4af430536f40b8a,systemtap: migrate openfileaction to commands also perform other housekeeping tasks related to migrating from actions to commands,Adaptive Changes,adaptive,mismatch,test,migrate to,,,
https://github.com/eclipse/linuxtools/commit/623982979af67709387f831295aa033e6682ebd5,systemtap: minor cleanup notably move (abstract)chartmousemovelistener to public api,Preventive Changes,preventive,,test,cleanup move,,,
https://github.com/eclipse/linuxtools/commit/0db98ccfc8a86a2a9ba1c956af5eef827a64b028,tmf: remove unnecessary global action handlers these actions were no longer necessary since the menu contributions were changed to use the global command ids in commit 9625626 the delete action is also removed from the context menu when the selection contains a mix of traces folders or experiments,Preventive Changes,preventive,,test,remove unnecessary,,,
https://github.com/eclipse/linuxtools/commit/ca725d47dc4316bf434534ba43f0428322fcc028,cleanups * member to variable * stringisempty usage * unnecessary local before return * naming conventions * integer instantiation * dead store to local variable,Preventive Changes,preventive,,test,cleanups,,,
https://github.com/eclipse/linuxtools/commit/4f338c8d058add881bde9463f3d3b4bfcb979f9d,more cleanups * empty statements * this final field could be made static * member could be replaced by local variable * 'static' modifier out of order with the jls suggestions * strings handling * unused parameters * unnecessary local before return,Preventive Changes,preventive,,,cleanup replaced,handling unused unnecessary,,
